    3450      689.8000  0.10000E+01  0.64214E-25  0.66891E-24  0.17114E-23  0.46682E-12  0.20522E-17  0.78934E-06  0.64475E-23  0.59170E-24  0.25909E-05  0.13745E-25  0.12350E-23  0.12353E-22  0.13555E-11  0.16750E-11  0.32863E-23  0.20610E-24  0.47074E-06  0.29406E-06  0.42285E-23  0.51548E-24
    3500      699.8000  0.10000E+01  0.64049E-25  0.36287E-24  0.94690E-24  0.84266E-12  0.32994E-17  0.44676E-06  0.27710E-23  0.27659E-24  0.15631E-05  0.15571E-25  0.73805E-24  0.74398E-23  0.11297E-11  0.13960E-11  0.49584E-23  0.32207E-24  0.40151E-06  0.38146E-06  0.42311E-23  0.51085E-24
    3550      709.8000  0.10000E+01  0.54840E-25  0.39859E-24  0.10169E-23  0.99488E-12  0.41688E-17  0.51309E-06  0.18779E-23  0.18511E-24  0.25245E-05  0.21837E-25  0.11020E-23  0.11110E-22  0.93576E-12  0.11563E-11  0.80223E-23  0.52493E-24  0.33248E-06  0.48201E-06  0.45537E-23  0.54268E-24
    3600      719.8000  0.10000E+01  0.47808E-25  0.62799E-24  0.16144E-23  0.37574E-12  0.15867E-17  0.76511E-06  0.58704E-23  0.53929E-24  0.28362E-05  0.29751E-25  0.15518E-23  0.15585E-22  0.90834E-12  0.11225E-11  0.94729E-23  0.61429E-24  0.35552E-06  0.49454E-06  0.48391E-23  0.57507E-24
    3650      729.8000  0.10000E+01  0.51130E-25  0.26204E-24  0.67848E-24  0.99929E-12  0.39825E-17  0.37055E-06  0.39689E-23  0.38256E-24  0.17049E-05  0.34608E-25  0.12604E-23  0.12614E-22  0.11145E-11  0.13774E-11  0.81191E-23  0.51766E-24  0.43379E-06  0.48524E-06  0.53784E-23  0.63904E-24
    3700      739.8000  0.10000E+01  0.61449E-25  0.63556E-24  0.16359E-23  0.90121E-12  0.38649E-17  0.64473E-06  0.13564E-23  0.14668E-24  0.19977E-05  0.33166E-25  0.77843E-24  0.78272E-23  0.13261E-11  0.16387E-11  0.47739E-23  0.29702E-24  0.49145E-06  0.35929E-06  0.56449E-23  0.67539E-24
    3750      749.8000  0.10000E+01  0.69967E-25  0.32360E-24  0.83656E-24  0.32035E-12  0.12895E-17  0.71637E-06  0.43874E-23  0.40332E-24  0.29924E-05  0.26431E-25  0.95264E-24  0.96165E-23  0.11855E-11  0.14648E-11  0.30899E-23  0.18997E-24  0.51796E-06  0.29382E-06  0.57230E-23  0.68794E-24
    3800      759.8000  0.10000E+01  0.73141E-25  0.43442E-24  0.11108E-23  0.10322E-11  0.41536E-17  0.34510E-06  0.58685E-23  0.54092E-24  0.23605E-05  0.19149E-25  0.13317E-23  0.13435E-22  0.81983E-12  0.10131E-11  0.38174E-23  0.24615E-24  0.50142E-06  0.37188E-06  0.58683E-23  0.70884E-24
    3850      769.8000  0.10000E+01  0.74456E-25  0.72648E-24  0.18721E-23  0.10991E-11  0.47688E-17  0.65380E-06  0.27878E-23  0.27876E-24  0.15274E-05  0.16695E-25  0.13662E-23  0.13744E-22  0.75663E-12  0.93504E-12  0.53669E-23  0.35360E-24  0.44737E-06  0.42836E-06  0.63924E-23  0.77471E-24
    3900      779.8000  0.10000E+01  0.76388E-25  0.26682E-24  0.68835E-24  0.43658E-12  0.18191E-17  0.71060E-06  0.15843E-23  0.16303E-24  0.22974E-05  0.21400E-25  0.11583E-23  0.11560E-22  0.12534E-11  0.15489E-11  0.78106E-23  0.51054E-24  0.38165E-06  0.48865E-06  0.63405E-23  0.76657E-24
    3950      789.8000  0.10000E+01  0.75572E-25  0.44976E-24  0.11562E-23  0.64935E-12  0.25210E-17  0.35210E-06  0.46028E-23  0.42141E-24  0.30787E-05  0.30657E-25  0.90116E-24  0.90033E-23  0.16357E-11  0.20213E-11  0.97208E-23  0.63142E-24  0.34641E-06  0.54144E-06  0.57465E-23  0.69492E-24
